job_title,seniority_level,status,company,location,post_date,headquarter,industry,ownership,company_size,revenue,salary,skills,salary_clean,revenue_clean,company_size_clean
data scientist,Uknown,hybrid,company_708,Hybrid,5 months ago,"San Francisco, CA, US",Technology,Private,45,Private,"€118,739 - €155,272",[],1.19E+11,0,45
data scientist,senior,hybrid,company_709,"Chicago, Illinois, United States . Hybrid",7 days ago,"Buffalo Grove, IL, US",Manufacturing,Private,420,Private,"€156,187",[],156187,0,420
data scientist,senior,remote,company_714,Fully Remote,20 days ago,"Ann Arbor, MI, US",Technology,Private,210,Private,"€200,936",[],200936,0,210
data scientist,lead,remote,company_718,"Detroit, MI",a day ago,"Columbus, OH, US",Finance,Public,"26,010",Public,"€90,424","['aws', 'r', 'python', 'scikit-learn', 'sql', 'machine learning', 'database', 'deep learning', 'tensorflow']",90424,0,26010
data scientist,junior,on-site,company_723,"Miami, FL",14 days ago,"Chicago, IL, US",Finance,Private,"3,790",Private,"€182,667","['pandas', 'spark', 'r', 'python', 'scikit-learn', 'sql', 'gcp', 'machine learning', 'tensorflow', 'tableau']",182667,0,3790
data scientist,lead,uknown,company_727,"New York County, NY",14 days ago,"Chicago, IL, US",Retail,Private,"14,460",Private,"€100,473",[],100473,0,14460
data scientist,lead,hybrid,company_728,"Los Angeles, CA . Hybrid",a month ago,"Los Angeles, CA, US",Technology,Private,150,Private,"€237,468",[],237468,0,150
data scientist,senior,on-site,company_737,United States,a month ago,"San Francisco, CA, US",Technology,Public,"1,780",Public,"€114,170","['pytorch', 'aws', 'r', 'python', 'sql', 'machine learning', 'database', 'deep learning', 'tensorflow']",114170,0,1780
data scientist,senior,uknown,company_738,"Boston, MA",14 days ago,"San Francisco, CA, US",Finance,Private,700,Private,"€189,518 - €205,501","['amazon', 'spark', 'git', 'r', 'python', 'linux', 'java', 'sql', 'machine learning', 'database', 'azure']",1.90E+11,0,700
data scientist,senior,hybrid,company_742,"New York, NY . Hybrid",15 days ago,"New York, NY, US",Retail,Public,"1,800",Public,"€68,501 - €73,068","['amazon', 'r', 'python', 'sql', 'machine learning']",6850173068,0,1800
data scientist,senior,on-site,company_744,"Lake Oswego, OR . Portland, OR . Hillsboro, OR",2 months ago,"Roseburg, OR, US",Finance,Public,"3,780",Public,"€81,237 - €150,867","['aws', 'r', 'python', 'sql', 'machine learning', 'azure']",81237150867,0,3780
data scientist,midlevel,on-site,company_745,San Francisco Bay Area . On-site,5 days ago,"San Francisco, CA, US",Technology,Private,300,Private,"€78,551 - €139,744","['pandas', 'numpy', 'pytorch', 'aws', 'scikit-learn', 'python', 'tensorflow']",78551139744,0,300
data scientist,senior,on-site,company_746,United States,25 days ago,"Omaha, NE, US",Technology,Private,90,Private,"€95,906 - €114,173","['sql', 'machine learning', 'r', 'python']",95906114173,0,90
data scientist,Uknown,uknown,company_754,"Alameda, CA",2 months ago,"Alameda, CA, US",Healthcare,Public,"2,320",Public,"€38,730 - €61,967",[],3873061967,0,2320
data scientist,senior,remote,company_757,United States . Fully Remote,14 days ago,"Miami, FL, US",Finance,Private,226,Private,"€150,707 - €200,940","['sql', 'python']",1.51E+11,0,226
data scientist,senior,on-site,company_759,United States,a month ago,"Reston, VA, US",Technology,Public,"34,020",Public,"€164,406","['pandas', 'pytorch', 'aws', 'r', 'python', 'linux', 'java', 'machine learning', 'gcp', 'deep learning', 'azure', 'tensorflow']",164406,0,34020
data scientist,senior,uknown,company_762,"Grand Rapids, MI",a month ago,"Grand Rapids, MI, US",Retail,Private,"70,060",Private,"€115,541","['pandas', 'numpy', 'pytorch', 'r', 'python', 'sql', 'machine learning', 'azure', 'tensorflow']",115541,0,70060
data scientist,senior,uknown,company_763,"Ahmedabad, Gujarat, India . Bengaluru, Karnataka, India",7 days ago,"New York, NY, US",Technology,Public,"26,670",Public,"€18,675","['pytorch', 'deep learning', 'machine learning', 'python']",18675,0,26670
data scientist,senior,on-site,company_555,"New York, NY",10 days ago,"Boston, MA, US",Finance,Public,"3,060",Public,"€141,570","['kubernetes', 'machine learning', 'python']",141570,0,3060
machine learning engineer,Uknown,hybrid,company_770,Hybrid,12 days ago,"San Francisco, CA, US",Energy,Private,"1,910",Private,"€109,607 - €137,007",[],1.10E+11,0,1910
data scientist,senior,hybrid,company_145,"New York, New York . Hybrid",a day ago,"San Jose, CA, US",Technology,Public,"2,760",Public,"€120,566 - €231,992",[],1.21E+11,0,2760
data scientist,senior,on-site,company_774,"Fredericksburg, VA . Richmond, VA . San Francisco, CA . Seattle, WA",4 days ago,"Chevy Chase, MD, US",Technology,Private,"25,090",Private,"€100,469 - €210,068","['powerbi', 'r', 'python', 'java', 'sql', 'machine learning', 'tableau']",1.00E+11,0,25090
data scientist,senior,uknown,company_780,"Los Angeles, CA",5 days ago,"Los Angeles, CA, US",Healthcare,Private,"5,674",Private,"€95,356 - €163,460","['pandas', 'git', 'r', 'python', 'keras', 'machine learning']",95356163460,0,5674
data scientist,senior,uknown,company_781,"Charlotte, NC . Charlotte, North Carolina, United States",a month ago,"Stamford, CT, US",Technology,Public,"96,050",Public,"€95,902","['machine learning', 'r', 'python']",95902,0,96050
data scientist,senior,hybrid,company_782,"Munich, Germany . Hybrid",7 months ago,"OH, US",Manufacturing,Private,300,Private,"€62,797 - €72,216",[],6279772216,0,300
data scientist,senior,hybrid,company_785,United States . Hybrid,14 days ago,"Birmingham, AL, US",Technology,Private,"5,780",Private,"€112,343 - €225,595","['pytorch', 'spark', 'scikit-learn', 'python', 'sql', 'machine learning', 'tensorflow']",1.12E+11,0,5780
data scientist,senior,hybrid,company_786,"Seattle, WA . Hybrid",18 days ago,"Seattle, WA, US",Retail,Public,"74,020",Public,"€147,962 - €271,261","['aws', 'python', 'scala', 'java', 'gcp', 'machine learning']",1.48E+11,0,74020
data scientist,senior,on-site,company_793,"Pittsburgh, PA",2 months ago,"Pittsburgh, PA, US",Education,uknown,"12,609",Education,"€74,793",['machine learning'],74793,0,12609
data scientist,senior,on-site,company_795,"Calgary, Alberta, Canada . Canada, Moyen-Chari, Chad . Greater Calgary Metropolitan Area",2 months ago,"Herndon, VA, US",Technology,Private,"3,550",Private,"€52,067","['scikit-learn', 'python']",52067,0,3550
data scientist,senior,on-site,company_796,"Augusta, GA",a month ago,"Columbia, MD, US",Technology,Private,150,Private,"€39,797 - €87,544","['machine learning', 'python']",3979787544,0,150
data scientist,senior,on-site,company_797,"Toronto, Ontario, Canada",a month ago,"Toronto, ON, CA",Retail,Public,"20,600",Public,"€59,210","['git', 'python', 'airflow', 'sql', 'machine learning', 'hadoop', 'azure']",59210,0,20600
data scientist,senior,uknown,company_800,"New York, United States",7 days ago,"New York, NY, US",Technology,Public,"10,040",Public,"€77,313 - €96,639","['spark', 'aws', 'git', 'python', 'docker', 'airflow', 'sql', 'machine learning', 'tableau']",7731396639,0,10040
data scientist,senior,uknown,company_804,"Houston, TX . Houston, Texas, Statele Unite Ale Americii . Houston, Texas, USA",a month ago,"Bedford, MA, US",Technology,Public,"2,550",Public,"€118,733","['deep learning', 'machine learning', 'python']",118733,0,2550
data scientist,senior,hybrid,company_807,"Chicago, IL . Hybrid",7 days ago,"Chicago, IL, US",Healthcare,uknown,"1,570",Nonprofit,"€76,471 - €101,121","['r', 'python', 'java', 'sql', 'machine learning', 'database', 'deep learning', 'tableau']",76471101121,0,1570
data scientist,senior,on-site,company_226,"Henrietta, NY",3 months ago,"Rochester, NY, US",Education,uknown,"9,260",Education,"€64,121 - €96,177",['machine learning'],6412196177,0,9260
data scientist,midlevel,on-site,company_796,"Denver, CO",a month ago,"Columbia, MD, US",Technology,Private,150,Private,"€55,940 - €123,063","['machine learning', 'python']",55940123063,0,150
data scientist,senior,hybrid,company_662,Hybrid,13 days ago,"Redwood City, CA, US",Technology,Private,600,Private,"€195,456",[],195456,0,600
data scientist,Uknown,on-site,company_445,On-site,14 days ago,"Ventura, CA, US",Technology,Public,"2,270",Public,"€94,264 - €172,810",[],94264172810,0,2270
data scientist,lead,hybrid,company_814,"Chicago, IL . Hybrid",9 days ago,"Austin, TX, US",Logistics,Private,"1,260",Private,"€182,673 - €274,006",[],1.83E+11,0,1260
data scientist,senior,on-site,company_816,"San Francisco, CA",4 days ago,"San Francisco, CA, US",Retail,Public,"117,030",Public,"€144,893 - €161,660","['aws', 'python', 'machine learning', 'azure', 'deep learning', 'tableau']",1.45E+11,0,117030
data scientist,senior,hybrid,company_817,United States . Hybrid,7 days ago,"New York, NY, US",Education,uknown,"3,510",Education,"€137,003 - €148,876","['pandas', 'aws', 'r', 'python', 'scikit-learn', 'sql', 'machine learning', 'gcp', 'azure']",1.37E+11,0,3510
data scientist,junior,uknown,company_819,"San Diego, CA",6 days ago,"San Diego, CA, US",Finance,uknown,600,Nonprofit,"€86,771 - €114,171","['pandas', 'numpy', 'pytorch', 'aws', 'r', 'python', 'scikit-learn', 'sql', 'machine learning', 'gcp', 'deep learning', 'azure', 'tensorflow', 'tableau']",86771114171,0,600
data scientist,senior,hybrid,company_706,"Los Angeles, CA . Hybrid",a month ago,"Los Angeles, CA, US",Technology,Private,150,Private,"€121,476 - €225,595",[],1.21E+11,0,150
data scientist,senior,uknown,company_738,"Chicago, IL",14 days ago,"San Francisco, CA, US",Finance,Private,700,Private,"€189,520 - €205,503","['amazon', 'spark', 'git', 'r', 'python', 'linux', 'java', 'sql', 'machine learning', 'database', 'azure']",1.90E+11,0,700
data scientist,senior,remote,company_825,"Remote - US . San Diego, California, United States . Fully Remote",14 days ago,"San Diego, CA, US",Technology,Private,210,Private,"€144,750 - €229,724",[],1.45E+11,0,210
data scientist,senior,remote,company_832,"Torrance, CA",7 days ago,"Renton, WA, US",Healthcare,uknown,"120,010",Nonprofit,"€159,835","['r', 'python', 'scala', 'sql', 'machine learning', 'database', 'azure', 'tableau']",159835,0,120010
data scientist,lead,uknown,company_047,"Visakhapatnam Rural mandal, India",7 days ago,"Bengaluru, KA, IN",Technology,Public,"222,040",€24.46B,"€10,053","['deep learning', 'machine learning']",10053,24.46,222040
data scientist,senior,hybrid,company_833,"Canada . Vancouver, BC, Canada . Hybrid",a month ago,"Vancouver, BC, CA",Technology,Private,98,Private,"€118,741 - €155,273",[],1.19E+11,0,98
machine learning engineer,senior,on-site,company_065,"Toronto, Ontario, Canada",a month ago,"Cherry Hill, NJ, US",Technology,Private,"26,030",Private,"€137,008 - €173,541","['pytorch', 'spark', 'aws', 'database', 'sql', 'machine learning', 'deep learning', 'azure', 'tensorflow']",1.37E+11,0,26030
machine learning engineer,senior,hybrid,company_836,"Dublin, Ireland . Hybrid",6 days ago,"San Francisco, CA, US",Technology,Private,630,€1.27B,"€98,012",[],98012,1.27,630
data scientist,senior,on-site,company_316,"Bengaluru, Karnataka, India",14 days ago,"Eden Prairie, MN, US",Healthcare,Public,"37,960",Public,"€29,797 - €32,901","['spark', 'aws', 'python', 'sql', 'machine learning', 'deep learning', 'azure']",2979732901,0,37960
data scientist,senior,hybrid,company_662,"Redwood City, CA (Hybrid) . Hybrid",6 days ago,"Redwood City, CA, US",Technology,Private,600,Private,"€220,119",[],220119,0,600
data scientist,senior,uknown,company_837,"Waltham, MA",7 days ago,"London, GB",Energy,Public,"12,270",€36.93B,"€126,957 - €149,790","['git', 'r', 'python', 'sql', 'azure']",1.27E+11,36.93,12270
machine learning engineer,senior,hybrid,company_690,"Pittsburgh, PA . Hybrid",7 days ago,"Maplewood, MN, US",Healthcare,Public,"22,060",Public,"€108,761 - €132,929","['pytorch', 'aws', 'python', 'machine learning', 'deep learning']",1.09E+11,0,22060
data scientist,lead,on-site,company_184,"New York, NY",5 days ago,"New York, NY, US",Retail,Public,"130,040",€5.23B,"€137,000","['sql', 'machine learning', 'r', 'python']",137000,5.23,130040
data scientist,senior,on-site,company_015,"Los Angeles County, CA",7 days ago,"Menlo Park, CA, US",Technology,Public,900,Public,"€121,475 - €132,435","['pandas', 'numpy', 'pytorch', 'aws', 'scikit-learn', 'python', 'scipy', 'sql', 'machine learning', 'gcp', 'azure', 'tensorflow']",1.21E+11,0,900
data scientist,senior,on-site,company_134,"Arlington, VA . Bellevue, WA",a day ago,"Seattle, WA, US",Retail,Public,"865,436",€832.81B,"€155,268 - €177,188","['amazon', 'aws', 'r', 'python', 'sql', 'machine learning', 'tableau']",1.55E+11,832.81,865436
data scientist,senior,on-site,company_763,"Princeton, NJ . New York, NY",19 days ago,"New York, NY, US",Technology,Public,"26,630",Public,"€118,737 - €168,970","['pytorch', 'python', 'machine learning', 'keras', 'deep learning', 'tensorflow']",1.19E+11,0,26630
data scientist,midlevel,on-site,company_269,"Chennai, Tamil Nadu, India . Hyderabad, Telangana, India",a month ago,"Charlotte, NC, US",Finance,Public,"274,280",€276.82B,"€20,926","['hadoop', 'git', 'gcp', 'python']",20926,276.82,274280
data scientist,senior,remote,company_832,"Washington, United States",7 days ago,"Renton, WA, US",Healthcare,uknown,"120,040",Nonprofit,"€159,834","['r', 'python', 'scala', 'sql', 'machine learning', 'database', 'azure', 'tableau']",159834,0,120040
data scientist,senior,remote,company_141,"Fort Worth, TX",14 days ago,"Bethesda, MD, US",Technology,Public,"108,650",€117.13B,"€100,474 - €132,440",['machine learning'],1.00E+11,117.13,108650
data scientist,senior,uknown,company_250,"New York, NY . Chicago, IL",4 days ago,"Paris, FR",Healthcare,Private,"76,010",Private,"€66,119 - €99,994","['amazon', 'aws']",6611999994,0,76010
data scientist,senior,hybrid,company_840,"East Coast, United States . New York, United States . Hybrid",a month ago,"Altrincham, GB",Healthcare,Private,240,Private,"€124,220 - €168,060",[],1.24E+11,0,240
data scientist,senior,uknown,company_844,"Mountain View, CA",21 days ago,"Mountain View, CA, US",Technology,Public,"17,040",€94.59B,"€168,973","['r', 'python', 'sql', 'machine learning', 'tableau']",168973,94.59,17040
data scientist,Uknown,remote,company_845,Fully Remote,5 days ago,"San Francisco, CA, US",Finance,Private,457,Private,"€115,085 - €152,531",[],1.15E+11,0,457
data scientist,lead,hybrid,company_846,"Greater Birmingham, Alabama Area . Hybrid",14 days ago,"Boulder, CO, US",Energy,Private,240,Private,"€118,740 - €155,273",[],1.19E+11,0,240
data scientist,senior,hybrid,company_313,"Markham, Ontario, Canada . Toronto, Ontario, Canada . Hybrid",a month ago,"London, GB",Finance,Public,"29,490",Public,"€73,454","['machine learning', 'python']",73454,0,29490
data scientist,midlevel,uknown,company_233,"Springfield, VA",a month ago,"Reston, VA, US",Technology,Public,"27,420",Public,"€81,926 - €148,097","['git', 'r', 'python', 'docker', 'linux', 'java', 'sql', 'database', 'deep learning']",81926148097,0,27420
data scientist,senior,remote,company_572,Fully Remote,19 days ago,"San Francisco, CA, US",Technology,Private,45,Private,"€155,266 - €178,099",[],1.55E+11,0,45
data scientist,senior,on-site,company_355,"Bellevue, WA . San Francisco, CA . Seattle, WA . Palo Alto, CA",14 days ago,"San Francisco, CA, US",Technology,Public,"65,810",€130.59B,"€125,226 - €216,010","['sql', 'r', 'python']",1.25E+11,130.59,65810
data scientist,senior,hybrid,company_848,"Cambridge, MA . Hybrid",16 days ago,"Basel, BS, CH",Healthcare,Public,"107,710",€161.05B,"€79,461",['python'],79461,161.05,107710
data scientist,midlevel,on-site,company_231,"South San Francisco, CA . On-site",25 days ago,"Kenilworth, NJ, US",Healthcare,Public,"78,700",€231.13B,"€157,737 - €248,339","['machine learning', 'r', 'python']",1.58E+11,231.13,78700
data scientist,senior,hybrid,company_182,"Navi Mumbai, Maharashtra, India . Hybrid",7 days ago,"Chicago, IL, US",Finance,Public,"9,900",Public,"€15,539","['python', 'neural network', 'sql', 'machine learning', 'deep learning']",15539,0,9900
