job_title,seniority_level,status,company,location,post_date,headquarter,industry,ownership,company_size,revenue,salary,skills,salary_clean,revenue_clean,company_size_clean
machine learning engineer,senior,remote,company_690,"Maplewood, MN",a day ago,"Maplewood, MN, US",Healthcare,Public,"22,020",Public,"€125,529 - €153,424","['machine learning', 'python']",1.26E+11,0,22020
data scientist,senior,remote,company_169,Fully Remote,4 days ago,"San Francisco, CA, US",Technology,Public,"4,110",€7.79B,"€184,866 - €207,973",[],1.85E+11,7.79,4110
machine learning engineer,junior,uknown,company_941,"Bengaluru, Karnataka, India",14 days ago,"Dublin, IE",Technology,Public,"492,245",€153.30B,"€10,527 - €26,188",['machine learning'],1052726188,153.3,492245
data scientist,senior,remote,company_611,"Denver, CO - Remote . Fully Remote",22 days ago,"Denver, CO, US",Technology,Public,"2,540",Public,"€137,006 - €200,939",[],1.37E+11,0,2540
data scientist,senior,hybrid,company_214,"Washington, DC . Hybrid",a month ago,"Montréal, QC, CA",Technology,Public,"57,290",€17.25B,"€105,769","['r', 'python', 'sql', 'machine learning', 'matplotlib', 'tableau']",105769,17.25,57290
Uknown,lead,hybrid,company_946,"New York, NY . Hybrid",5 days ago,"New York, NY, US",Technology,Private,"52,380",Private,"€200,935 - €296,834","['aws', 'gcp', 'azure']",2.01E+11,0,52380
data scientist,lead,hybrid,company_728,"San Francisco, CA . Hybrid",a month ago,"Los Angeles, CA, US",Technology,Private,150,Private,"€258,479",[],258479,0,150
data scientist,senior,uknown,company_223,"London, England, United Kingdom",2 months ago,"New York, NY, US",Technology,Public,"10,060",Public,"€76,371","['powerbi', 'python', 'sql', 'machine learning', 'tableau']",76371,0,10060
data scientist,lead,hybrid,company_947,Hybrid,a month ago,"New York, NY, US",Technology,Private,"2,020",Private,"€109,604 - €200,937",[],1.10E+11,0,2020
machine learning engineer,senior,on-site,company_156,"Mountain View, California (HQ) . On-site",16 days ago,"Mountain View, CA, US",Technology,Private,900,€8.05B,"€184,816 - €276,788",[],1.85E+11,8.05,900
data scientist,senior,on-site,company_273,"London, England, United Kingdom",6 months ago,"Menlo Park, CA, US",Technology,Public,"94,530",€230.27B,"€103,877 - €144,998","['sql', 'r', 'python']",1.04E+11,230.27,94530
machine learning engineer,senior,remote,company_949,United States . Fully Remote,21 days ago,"San Francisco, CA, US",Technology,Private,150,Private,"€155,272 - €200,939","['pytorch', 'aws', 'r', 'python', 'machine learning', 'gcp', 'deep learning']",1.55E+11,0,150
data scientist,senior,remote,company_950,United States . Fully Remote,14 days ago,"New York, NY, US",Technology,Private,30,Private,"€109,601 - €173,534","['sql', 'tableau', 'python']",1.10E+11,0,30
data scientist,lead,remote,company_951,"New York, NY",7 days ago,"New York, NY, US",Finance,Private,"8,010",Private,"€136,032 - €223,478","['pytorch', 'python', 'machine learning', 'deep learning', 'tensorflow']",1.36E+11,0,8010
data scientist,senior,uknown,company_052,"Amsterdam, North Holland, Netherlands",a month ago,"San Francisco, CA, US",Technology,Public,"26,910",€53.25B,"€72,513","['tableau', 'sql', 'r', 'python']",72513,53.25,26910
data scientist,Uknown,hybrid,company_952,Hybrid,6 days ago,"Culver City, CA, US",Education,Private,390,Private,"€109,600 - €137,000",[],1.10E+11,0,390
data scientist,senior,hybrid,company_146,"New York City, NY . San Francisco, CA . Hybrid",12 days ago,"San Francisco, CA, US",Finance,Private,780,€11.80B,"€175,364 - €241,124",[],1.75E+11,11.8,780
data scientist,midlevel,on-site,company_105,"Gurgaon, Haryana, India",15 days ago,"New York, NY, US",Technology,Private,"30,060",Private,"€24,227","['aws', 'python', 'docker', 'machine learning', 'gcp', 'kubernetes', 'azure']",24227,0,30060
data scientist,senior,uknown,company_954,"Palo Alto, CA",14 days ago,"CA, US",Technology,Private,15,Private,"€137,004 - €228,336",[],1.37E+11,0,15
data scientist,Uknown,remote,company_675,"Remote, United States . Fully Remote",6 days ago,"El Segundo, CA, US",Technology,Private,45,Private,"€118,741 - €182,674",[],1.19E+11,0,45
data scientist,senior,uknown,company_270,"Dallas, TX",7 days ago,"Woonsocket, RI, US",Healthcare,Public,"300,070",€121.37B,"€76,206 - €203,204","['git', 'python', 'docker', 'sql', 'machine learning', 'kubernetes', 'azure']",76206203204,121.37,300070
data scientist,senior,hybrid,company_115,"Bengaluru, Karnataka, India . Hybrid",a day ago,"Frankfurt am Main, HE, DE",Finance,Public,"68,430",Public,"€24,205","['pytorch', 'aws', 'python', 'sql', 'gcp', 'azure', 'tensorflow']",24205,0,68430
data scientist,lead,uknown,company_244,"Bengaluru, Karnataka, India",5 days ago,"New York, NY, US",Finance,Public,"290,770",€350.37B,"€42,738","['sql', 'machine learning', 'tableau', 'python']",42738,350.37,290770
data scientist,senior,uknown,company_233,"San Diego, CA",4 days ago,"Reston, VA, US",Technology,Public,"27,440",Public,"€95,583 - €172,782","['machine learning', 'python']",95583172782,0,27440
data scientist,lead,on-site,company_962,"Stamford, CT",a month ago,"Stamford, CT, US",Technology,Public,"3,305",Public,"€138,011 - €166,416",['python'],1.38E+11,0,3305
data scientist,senior,on-site,company_119,"Menlo Park, CA . On-site",a month ago,"West Menlo Park, CA, US",Finance,Public,"3,790",€7.94B,"€184,499 - €217,378",[],1.84E+11,7.94,3790
data scientist,senior,remote,company_038,"Stockholm, Stockholm County, Sweden",7 days ago,"Kista, SE",Technology,Public,"131,970",€17.11B,"€52,510","['spark', 'scikit-learn', 'python', 'scala', 'java', 'machine learning', 'keras', 'deep learning', 'tensorflow']",52510,17.11,131970
data scientist,senior,remote,company_964,"Herndon, VA",a day ago,"Westminster, CO, US",Technology,Public,"2,870",Public,"€123,307 - €168,973","['pandas', 'numpy', 'aws', 'git', 'python', 'docker', 'linux', 'sklearn', 'machine learning', 'kubernetes', 'deep learning', 'azure', 'matplotlib']",1.23E+11,0,2870
data scientist,senior,uknown,company_610,"Chicago, IL",25 days ago,"Chicago, IL, US",Technology,Private,"51,230",Private,"€104,727","['java', 'machine learning', 'r', 'python']",104727,0,51230
data scientist,Uknown,remote,company_965,Fully Remote,13 days ago,"Bellevue, WA, US",Technology,Private,330,Private,"€87,643",[],87643,0,330
data scientist,lead,hybrid,company_645,Hybrid,9 days ago,"Berkeley, CA, US",Technology,Private,180,Private,"€178,100 - €205,500",[],1.78E+11,0,180
data scientist,senior,remote,company_966,"California, United States, Colorado, United States, Florida, United States, Georgia, United States, Illinois, United States, Massachusetts, United States, Nevada, United States, New Jersey, United States, New York, United States, North Carolina, United States, Oregon, United States, Pennsylvania, United States, South Carolina, United States, Texas, United States, Virginia, United States, Washington, United States . Fully Remote",14 days ago,"San Francisco, CA, US",Finance,Private,240,Private,"€173,535",[],173535,0,240
data scientist,senior,hybrid,company_967,Greater Bengaluru Area . Hybrid,15 days ago,"San Diego, CA, US",Technology,Private,950,Private,"€2,739,979","['spark', 'aws', 'r', 'python', 'sql', 'machine learning', 'gcp', 'hadoop', 'azure']",2739979,0,950
data scientist,midlevel,hybrid,company_202,"Bengaluru, Karnataka, India . Hybrid",2 days ago,"Palo Alto, CA, US",Technology,Public,"195,020",€18.30B,"€34,805","['numpy', 'spark', 'aws', 'python', 'neural network', 'database', 'machine learning', 'tensorflow']",34805,18.3,195020
data scientist,senior,remote,company_969,"San Jose, California, United States . Fully Remote",8 days ago,"Purchase, NY, US",Healthcare,Public,"4,570",Public,"€155,272 - €182,672",[],1.55E+11,0,4570
data scientist,junior,uknown,company_343,"London, England, United Kingdom",2 days ago,"Edinburgh, GB",Finance,Public,"60,020",€24.63B,"€59,680","['aws', 'machine learning', 'linux', 'python']",59680,24.63,60020
data scientist,senior,remote,company_337,"Reston, VA",7 days ago,"Fairfax, VA, US",Finance,Public,"7,290",Public,"€108,442 - €184,349","['r', 'python', 'sql', 'machine learning', 'database', 'azure']",1.08E+11,0,7290
data scientist,senior,uknown,company_212,"Cincinnati, OH",22 days ago,"Boston, MA, US",Technology,Public,"222,490",Public,"€135,178","['aws', 'python', 'machine learning', 'azure', 'deep learning']",135178,0,222490
data scientist,senior,uknown,company_318,United States,2 months ago,"Dallas, TX, US",Technology,Public,"55,030",€14.56B,"€100,472","['sql', 'machine learning', 'r', 'python']",100472,14.56,55030
data scientist,midlevel,remote,company_421,Brazil . Fully Remote,14 days ago,"Cheyenne, WY, US",Technology,uknown,Private,0,"€25,211","['sql', 'machine learning', 'python']",25211,0,
data scientist,midlevel,uknown,company_971,"Singapore, Singapore",7 days ago,"Singapore, SG",Technology,Private,"3,682",Private,"€83,973",['machine learning'],83973,0,3682
machine learning engineer,Uknown,on-site,company_403,"Boston, MA . On-site",6 days ago,"Boston, MA, US",Retail,Public,"17,030",Public,"€160,750 - €170,797",[],1.61E+11,0,17030
data scientist,senior,remote,company_067,"San Francisco, CA, US . Remote, US . Fully Remote",21 days ago,"San Francisco, CA, US",Technology,Public,"5,260",€14.30B,"€306,626",[],306626,14.3,5260
data scientist,senior,remote,company_974,"Toronto, Ontario, Canada",4 days ago,"Toronto, ON, CA",Technology,Public,"2,280",Public,"€45,064 - €105,142","['sql', 'machine learning', 'python']",45064105142,0,2280
data scientist,senior,hybrid,company_975,"San Francisco, California, United States . Hybrid",12 days ago,"Miramar, FL, US",Technology,Private,15,Private,"€173,539 - €210,072",[],1.74E+11,0,15
data scientist,senior,uknown,company_895,"Colorado Springs, CO",2 months ago,"Centreville, VA, US",Technology,Public,"16,060",Public,"€79,192 - €138,558","['pandas', 'numpy', 'pytorch', 'spark', 'aws', 'amazon', 'r', 'python', 'scikit-learn', 'scipy', 'linux', 'java', 'machine learning', 'keras', 'deep learning', 'matplotlib', 'tensorflow']",79192138558,0,16060
data scientist,senior,on-site,company_979,"Bengaluru, Karnataka, India",2 months ago,"Pune, MH, IN",Technology,Public,"125,010",Public,"€23,903","['spark', 'aws', 'r', 'python', 'sql', 'machine learning', 'database', 'hadoop', 'azure']",23903,0,125010
machine learning engineer,Uknown,on-site,company_156,"Mountain View, California (HQ) . On-site",16 days ago,"Mountain View, CA, US",Technology,Private,900,€8.10B,"€126,250 - €189,589",[],1.26E+11,8.1,900
data scientist,senior,hybrid,company_003,"Bentonville, AR . Hybrid",18 days ago,"Bentonville, AR, US",Retail,Public,€352.44B,Public,"€82,200 - €164,400","['spark', 'r', 'python', 'scala', 'machine learning', 'tensorflow']",82200164400,0,35244
data scientist,lead,uknown,company_980,"Bengaluru, Karnataka, India",a month ago,"Minneapolis, MN, US",Retail,Public,"409,060",€66.94B,"€31,966 - €58,197","['spark', 'r', 'python', 'scala', 'java', 'sql', 'hadoop', 'machine learning']",3196658197,66.94,409060
data scientist,midlevel,hybrid,company_983,"Annapolis Junction, MD . Fort Meade, MD . Hybrid",17 days ago,"McLean, VA, US",Technology,Public,"27,060",Public,"€70,878 - €160,749","['linux', 'machine learning', 'r', 'python']",70878160749,0,27060
data scientist,senior,hybrid,company_357,"Hyderabad, Telangana, India . Chennai, Tamil Nadu, India . Hybrid",14 days ago,"Basking Ridge, NJ, US",Technology,Public,"132,070",€142.28B,"€22,839","['aws', 'r', 'python', 'sql', 'gcp', 'machine learning', 'tableau']",22839,142.28,132070
data scientist,junior,uknown,company_014,"Berkeley, CA",2 months ago,"Berkeley, CA, US",Education,uknown,"17,441",Education,"€99,741 - €189,795",['machine learning'],99741189795,0,17441
data scientist,midlevel,remote,company_421,"Santo Domingo, Dominican Republic . Fully Remote",14 days ago,"Cheyenne, WY, US",Technology,uknown,Private,0,"€25,216","['sql', 'machine learning', 'python']",25216,0,
data scientist,junior,uknown,company_985,"Madrid, Community of Madrid, Spain",5 days ago,"Chicago, IL, US",Finance,Private,"312,040",Private,"€28,045","['python', 'docker', 'kubernetes', 'machine learning', 'azure', 'deep learning']",28045,0,312040
data scientist,senior,remote,company_647,"India, Hyderabad . Fully Remote",20 days ago,"London, GB",Technology,Private,900,Private,"€39,023",[],39023,0,900
data scientist,senior,on-site,company_316,"Gurgaon, Haryana, India",8 days ago,"Eden Prairie, MN, US",Healthcare,Public,"37,950",Public,"€29,801 - €32,905","['python', 'machine learning', 'gcp', 'azure', 'deep learning', 'tensorflow']",2980132905,0,37950
data scientist,lead,on-site,company_844,"San Diego, CA",3 days ago,"Mountain View, CA, US",Technology,Public,"17,070",€94.69B,"€145,221","['r', 'python', 'sql', 'machine learning', 'tableau']",145221,94.69,17070
data scientist,lead,remote,company_338,"Cambridge, MA",7 days ago,"Paris, FR",Healthcare,Public,"75,470",€99.86B,"€149,787","['pytorch', 'r', 'python', 'machine learning', 'tensorflow']",149787,99.86,75470
data scientist,senior,on-site,company_816,"San Francisco, CA",2 months ago,"San Francisco, CA, US",Retail,Public,"117,010",Public,"€159,293 - €211,170","['spark', 'sql', 'azure', 'python']",1.59E+11,0,117010
data scientist,senior,on-site,company_096,"New York, New York, United States . On-site",23 days ago,"San Francisco, CA, US",Finance,Private,950,€11.68B,"€175,364 - €219,204",[],1.75E+11,11.68,950
data scientist,senior,on-site,company_917,"Mountain View, CA . San Bruno, CA",4 days ago,"Mountain View, CA, US",Technology,Public,"258,760",€1.14T,"€151,616 - €222,855","['sql', 'r', 'python']",1.52E+11,1.14,258760
data scientist,senior,on-site,company_003,"Bellevue, WA",16 days ago,"Bentonville, AR, US",Retail,Public,€352.44B,Public,"€142,483 - €284,961","['pytorch', 'spark', 'r', 'python', 'scala', 'machine learning', 'azure', 'tensorflow']",1.42E+11,0,35244
data scientist,senior,on-site,company_849,"Whitehouse Station, NJ . Philadelphia, PA . Jersey City, NJ . Philadelphia, Pennsylvania, Amerika Serikat . Whitehouse Station, New Jersey, Amerika Serikat",3 months ago,"Readington Township, NJ, US",Finance,Public,"29,400",Public,"€96,818 - €165,318","['database', 'sql', 'machine learning', 'python']",96818165318,0,29400
data scientist,midlevel,uknown,company_055,"Cary, NC",19 days ago,"Zürich, ZH, CH",Technology,Public,"97,300",€55.34B,"€37,995 - €64,591",[],3799564591,55.34,97300
machine learning engineer,Uknown,hybrid,company_403,"Boston, MA . Hybrid",22 days ago,"Boston, MA, US",Retail,Public,"17,020",Public,"€160,748 - €170,795",[],1.61E+11,0,17020
data scientist,lead,uknown,company_366,"Hyderabad, Telangana, India",7 days ago,"Columbia, MD, US",Technology,Private,180,Private,"€19,780","['aws', 'r', 'python', 'sql', 'machine learning', 'azure', 'tableau']",19780,0,180
machine learning engineer,senior,uknown,company_941,"Bengaluru, Karnataka, India",14 days ago,"Dublin, IE",Technology,Public,"492,235",€153.05B,"€10,524 - €26,185","['sql', 'python']",1052426185,153.05,492235
data scientist,Uknown,hybrid,company_081,"Toronto, Canada . Hybrid",7 days ago,"San Francisco, CA, US",Technology,Public,"5,010",€4.67B,"€98,640 - €123,300",[],98640123300,4.67,5010
data scientist,senior,uknown,company_844,"Plano, TX",8 days ago,"Mountain View, CA, US",Technology,Public,"17,020",€94.39B,"€168,969","['spark', 'r', 'python', 'sql', 'tableau']",168969,94.39,17020
data scientist,senior,on-site,company_917,"Mountain View, CA",5 days ago,"Mountain View, CA, US",Technology,Public,"258,800",€1.29T,"€128,780 - €184,493","['sql', 'r', 'python']",1.29E+11,1.29,258800
data scientist,lead,hybrid,company_667,"Mountain View, CA, US . San Francisco, CA, US . Hybrid",9 days ago,"Mountain View, CA, US",Technology,Private,"2,760",Private,"€251,171",[],251171,0,2760
data scientist,senior,remote,company_421,"Lima, Peru",5 days ago,"Cheyenne, WY, US",Technology,uknown,Private,0,"€7,679","['pandas', 'numpy', 'python', 'sklearn', 'machine learning', 'matplotlib']",7679,0,
data scientist,senior,remote,company_848,"East Hanover, NJ",14 days ago,"Basel, BS, CH",Healthcare,Public,"107,690",€160.95B,"€104,122 - €192,715","['gcp', 'database']",1.04E+11,160.95,107690
data scientist,senior,uknown,company_844,"Mountain View, CA",a month ago,"Mountain View, CA, US",Technology,Public,"17,020",€94.64B,"€173,539","['sql', 'machine learning', 'r', 'python']",173539,94.64,17020
data scientist,lead,on-site,company_235,"Colorado Springs, CO",8 days ago,"San Antonio, TX, US",Finance,Private,"33,020",Private,"€150,503 - €287,666","['r', 'python', 'sql', 'database', 'machine learning']",1.51E+11,0,33020
data scientist,senior,uknown,company_270,"Albany, NY",2 months ago,"Woonsocket, RI, US",Healthcare,Public,"300,060",€121.22B,"€131,709 - €263,411","['aws', 'python', 'sql', 'machine learning', 'gcp', 'azure']",1.32E+11,121.22,300060
data scientist,senior,uknown,company_233,"McLean, VA",2 months ago,"Reston, VA, US",Technology,Public,"27,450",Public,"€115,177 - €208,199","['pandas', 'numpy', 'r', 'python', 'sql', 'tableau']",1.15E+11,0,27450
data scientist,lead,uknown,company_872,"Boise, ID",a month ago,"Atlanta, GA, US",Finance,Public,"11,060",€18.58B,"€100,474","['pandas', 'numpy', 'pytorch', 'spark', 'r', 'python', 'scikit-learn', 'machine learning', 'deep learning', 'tensorflow']",100474,18.58,11060
data scientist,senior,hybrid,company_115,"Bengaluru, Karnataka, India . Hybrid",7 days ago,"Frankfurt am Main, HE, DE",Finance,Public,"68,420",Public,"€24,200","['pytorch', 'aws', 'python', 'sql', 'gcp', 'azure', 'tensorflow']",24200,0,68420
data scientist,senior,hybrid,company_316,"Dublin, County Dublin, Ireland . Hybrid",14 days ago,"Eden Prairie, MN, US",Healthcare,Public,"37,950",Public,"€67,973 - €93,598","['git', 'r', 'python', 'hadoop', 'deep learning', 'keras', 'azure', 'tensorflow']",6797393598,0,37950
data scientist,senior,on-site,company_917,"Mountain View, CA",a month ago,"Mountain View, CA, US",Technology,Public,"258,810",€1.44T,"€207,333 - €292,272","['sql', 'r', 'python']",2.07E+11,1.44,258810
data scientist,senior,remote,company_967,"Gurugram, Haryana, India . Madurai, Tamil Nadu, India . Jaipur, Rajasthan, India . Chandigarh, India . Mumbai, Maharashtra, India + 34 More",7 days ago,"San Diego, CA, US",Technology,Private,950,Private,"€24,358","['scikit-learn', 'python', 'airflow', 'sql', 'machine learning']",24358,0,950
data scientist,senior,uknown,company_678,"Fort Meade, MD",8 days ago,"Herndon, VA, US",Technology,Private,"5,010",Private,"€133,347 - €213,720",['tableau'],1.33E+11,0,5010
data scientist,senior,uknown,company_366,"Hyderabad, Telangana, India",a month ago,"Columbia, MD, US",Technology,Private,180,Private,"€19,777","['pytorch', 'aws', 'python', 'docker', 'gcp', 'kubernetes', 'azure', 'tensorflow']",19777,0,180
machine learning engineer,senior,on-site,company_156,"Mountain View, California (HQ) . On-site",7 days ago,"Mountain View, CA, US",Technology,Private,900,€8.20B,"€203,472 - €304,988",[],2.03E+11,8.2,900
data scientist,senior,hybrid,company_308,"Redmond, WA . Hybrid",2 days ago,"Redmond, WA, US",Technology,Public,"182,328",€1.98T,"€136,788","['sql', 'azure', 'machine learning', 'python']",136788,1.98,182328
data scientist,senior,hybrid,company_980,"Brooklyn Park, MN . Hybrid",7 days ago,"Minneapolis, MN, US",Retail,Public,"409,050",€67.04B,"€86,770 - €156,183","['spark', 'r', 'python', 'scala', 'java', 'sql', 'hadoop', 'machine learning']",86770156183,67.04,409050
data scientist,senior,hybrid,company_291,"Alpharetta, GA . Hybrid",7 days ago,"Bengaluru, KA, IN",Technology,Public,"261,040",€71.18B,"€85,855 - €150,244","['pytorch', 'spark', 'aws', 'r', 'python', 'scala', 'java', 'sql', 'machine learning', 'gcp', 'deep learning', 'azure', 'tensorflow', 'tableau']",85855150244,71.18,261040
data scientist,senior,uknown,company_171,"Bengaluru, Karnataka, India",7 days ago,"Armonk, NY, US",Technology,Public,"524,568",€119.18B,"€33,043 - €52,693","['pandas', 'pytorch', 'r', 'python', 'java', 'database', 'keras', 'machine learning', 'matplotlib', 'tensorflow']",3304352693,119.18,524568
machine learning engineer,senior,uknown,company_678,"College Park, MD",21 days ago,"Herndon, VA, US",Technology,Private,"5,060",Private,"€73,068 - €116,908","['pytorch', 'python', 'java', 'keras', 'machine learning', 'tensorflow']",73068116908,0,5060
data scientist,senior,on-site,company_395,"New York, NY",18 days ago,"McLean, VA, US",Retail,Public,"55,100",€36.38B,"€158,013 - €180,298","['pytorch', 'aws', 'database', 'machine learning', 'tensorflow']",1.58E+11,36.38,55100
data scientist,senior,hybrid,company_667,"Mountain View, California, USA . Hybrid",9 days ago,"Mountain View, CA, US",Technology,Private,"2,810",Private,"€236,556",[],236556,0,2810
data scientist,senior,uknown,company_183,"Tallinn, Harjumaa, Estonia",7 days ago,"Tallinn, EE",Technology,Private,"3,760",Private,"€61,775","['pandas', 'numpy', 'spark', 'aws', 'scikit-learn', 'python', 'airflow', 'machine learning']",61775,0,3760
data scientist,senior,uknown,company_980,"Bengaluru, Karnataka, India",a month ago,"Minneapolis, MN, US",Retail,Public,"409,040",€67.09B,"€31,971 - €58,202","['pytorch', 'python', 'docker', 'sql', 'machine learning', 'kubernetes', 'hadoop', 'deep learning', 'tensorflow']",3197158202,67.09,409040
data scientist,senior,on-site,company_288,"Washington, DC . On-site",7 days ago,"Reston, VA, US",Technology,Public,"26,010",€62.74B,"€109,604 - €146,136",['machine learning'],1.10E+11,62.74,26010
data scientist,senior,hybrid,company_983,"Fort Belvoir, VA . Reston, VA . Hybrid",20 days ago,"McLean, VA, US",Technology,Public,"27,010",Public,"€90,421 - €205,500","['spark', 'r', 'python', 'sql', 'hadoop', 'machine learning']",90421205500,0,27010
data scientist,senior,hybrid,company_067,"San Francisco, CA, US . Seattle, WA, US . Palo Alto, CA, US . Hybrid",19 hours ago,"San Francisco, CA, US",Technology,Public,"5,300",€14.25B,"€306,623",[],306623,14.25,5300
data scientist,lead,on-site,company_395,"New York, NY",16 days ago,"McLean, VA, US",Retail,Public,"55,110",€36.03B,"€262,862 - €300,034","['aws', 'r', 'python', 'scala', 'machine learning', 'database', 'deep learning']",2.63E+11,36.03,55110
data scientist,senior,on-site,company_395,"San Jose, CA",6 days ago,"McLean, VA, US",Retail,Public,"55,130",€36.03B,"€132,526 - €151,250","['pytorch', 'aws', 'r', 'python', 'scala', 'sql', 'database', 'machine learning']",1.33E+11,36.03,55130
data scientist,senior,hybrid,company_291,"Alpharetta, GA . Hybrid",7 days ago,"Bengaluru, KA, IN",Technology,Public,"261,010",€71.03B,"€85,862 - €150,251","['pytorch', 'spark', 'aws', 'r', 'python', 'scala', 'java', 'sql', 'machine learning', 'gcp', 'deep learning', 'azure', 'tensorflow', 'tableau']",85862150251,71.03,261010
data scientist,senior,on-site,company_003,"Sunnyvale, CA",21 days ago,"Bentonville, AR, US",Retail,Public,€352.44B,Public,"€106,860 - €213,719","['pytorch', 'spark', 'r', 'python', 'scala', 'machine learning', 'tensorflow']",1.07E+11,0,35244
data scientist,senior,uknown,company_291,"Bengaluru East, Karnataka, India",6 days ago,"Bengaluru, KA, IN",Technology,Public,"261,040",€71.13B,"€9,582","['aws', 'r', 'python', 'sql', 'neural network', 'gcp', 'azure']",9582,71.13,261040
data scientist,senior,hybrid,company_922,"Hartford, CT . Chicago, IL . Charlotte, NC . Columbus, OH . Hybrid",7 days ago,"Hartford, CT, US",Finance,Public,"18,190",€21.60B,"€100,028 - €150,042",['machine learning'],1.00E+11,21.6,18190
data scientist,Uknown,hybrid,company_081,"Toronto, Canada . Hybrid",7 days ago,"San Francisco, CA, US",Technology,Public,"5,040",€4.72B,"€98,648 - €123,308",[],98648123308,4.72,5040
data scientist,senior,on-site,company_185,"Linthicum Heights, MD . On-site",14 days ago,"Falls Church, VA, US",Technology,Public,"97,050",€75.00B,"€164,039 - €246,056",['r'],1.64E+11,75,97050
data scientist,lead,on-site,company_230,"North Chicago, IL",a month ago,"North Chicago, IL, US",Healthcare,Public,"49,360",€245.34B,"€137,007",[],137007,245.34,49360
data scientist,midlevel,remote,company_421,"San Juan, Puerto Rico . Fully Remote",14 days ago,"Cheyenne, WY, US",Technology,uknown,Private,0,"€25,214","['sql', 'machine learning', 'python']",25214,0,
data scientist,senior,on-site,company_490,"Overland Park, KS . Bellevue, WA . Frisco, TX",3 months ago,"Bellevue, WA, US",Technology,Public,"83,560",Public,"€116,363 - €209,887","['aws', 'r', 'python', 'sql', 'machine learning', 'deep learning', 'azure']",1.16E+11,0,83560
data scientist,senior,uknown,company_844,"San Francisco, CA",21 days ago,"Mountain View, CA, US",Technology,Public,"17,070",€94.49B,"€168,968","['r', 'python', 'sql', 'machine learning', 'tableau']",168968,94.49,17070
data scientist,senior,uknown,company_171,"Hyderabad, Telangana, India",14 days ago,"Armonk, NY, US",Technology,Public,"524,608",€119.33B,"€27,279 - €52,700","['database', 'machine learning', 'java']",2727952700,119.33,524608
data scientist,senior,hybrid,company_183,"Tallinn, Harjumaa, Estonia . Hybrid",a month ago,"Tallinn, EE",Technology,Private,"3,760",Private,"€61,778","['pandas', 'numpy', 'pytorch', 'spark', 'aws', 'scikit-learn', 'python', 'docker', 'airflow', 'machine learning', 'deep learning']",61778,0,3760
data scientist,senior,uknown,company_844,"Mountain View, CA",7 days ago,"Mountain View, CA, US",Technology,Public,"17,050",€94.54B,"€168,967","['sql', 'machine learning', 'tableau', 'python']",168967,94.54,17050
machine learning engineer,senior,on-site,company_135,"Taipei, Taiwan . On-site",a month ago,TW,Technology,Private,530,Private,"€36,345",[],36345,0,530
data scientist,senior,uknown,company_889,"Brooklyn, NY",14 days ago,"NY, US",Energy,Public,"6,190",Public,"€127,871 - €166,230","['sql', 'python']",1.28E+11,0,6190
data scientist,midlevel,uknown,company_244,"Mumbai, Maharashtra, India",7 days ago,"New York, NY, US",Finance,Public,"290,800",€350.32B,"€33,751","['spark', 'sql', 'machine learning', 'python']",33751,350.32,290800
data scientist,midlevel,uknown,company_174,"Amsterdam, North Holland, Netherlands",a month ago,"Amsterdam, NH, NL",Technology,Private,900,Private,"€49,109","['machine learning', 'python']",49109,0,900
data scientist,senior,remote,company_083,Mumbai Metropolitan Region . Fully Remote,2 months ago,"Paris, IDF, FR",Technology,Private,"263,610",€25.31B,"€4,055 - €10,055","['pandas', 'numpy', 'pytorch', 'scipy', 'opencv', 'hadoop', 'machine learning', 'keras', 'deep learning', 'tensorflow']",405510055,25.31,263610
data scientist,lead,on-site,company_244,"Plano, TX . On-site",5 days ago,"New York, NY, US",Finance,Public,"290,750",€350.32B,"€137,008","['amazon', 'spark', 'aws', 'r', 'python', 'scala', 'sql', 'machine learning', 'gcp', 'hadoop', 'azure']",137008,350.32,290750
data scientist,junior,on-site,company_849,"Jersey City, NJ . Whitehouse Station, NJ . Simsbury, CT . Philadelphia, PA",a month ago,"Readington Township, NJ, US",Finance,Public,"29,410",Public,"€79,463 - €135,176","['pandas', 'numpy', 'pytorch', 'spark', 'scikit-learn', 'python', 'linux', 'airflow', 'sql', 'machine learning', 'database', 'azure', 'tensorflow']",79463135176,0,29410
data scientist,senior,on-site,company_844,"Mountain View, CA",4 days ago,"Mountain View, CA, US",Technology,Public,"17,020",€94.59B,"€163,490 - €170,340","['sql', 'machine learning', 'r', 'python']",1.63E+11,94.59,17020
data scientist,lead,on-site,company_273,"San Francisco, CA",14 days ago,"Menlo Park, CA, US",Technology,Public,"94,560",€230.37B,"€231,078 - €286,791",['machine learning'],2.31E+11,230.37,94560
data scientist,senior,hybrid,company_146,"San Francisco, CA . Hybrid",12 days ago,"San Francisco, CA, US",Finance,Private,780,€11.75B,"€204,593 - €281,312",[],2.05E+11,11.75,780
data scientist,senior,uknown,company_223,"Raleigh, NC",6 days ago,"New York, NY, US",Technology,Public,"10,040",Public,"€99,557","['spark', 'aws', 'r', 'python', 'machine learning', 'hadoop', 'deep learning']",99557,0,10040
data scientist,senior,uknown,company_309,"Bengaluru, Karnataka, India",21 days ago,"New York, NY, US",Technology,Private,"3,550",Private,"€19,234","['pytorch', 'aws', 'git', 'python', 'docker', 'sql', 'machine learning', 'gcp', 'deep learning', 'keras', 'azure', 'tensorflow', 'tableau']",19234,0,3550
